model,asset,n,mse,rmse,mae,directional_accuracy,f1
tft,sp500,2737,0.00012991248021307686,0.01139791560826263,0.007332349375952564,0.5454877603215199,0.7054924242424242
tft,gold,2777,0.00010753040404720479,0.010369686786359788,0.007185465922377999,0.5257472092185812,0.6791717417783191
tft,bitcoin,1347,0.0006185059187687526,0.024869779226377394,0.017303844803556432,0.4974016332590943,0.6643529995042142
