model,asset,n,mse,rmse,mae,directional_accuracy,f1
hmm_tft,sp500,2737,0.000129487235031113,0.011379245802385718,0.007328053740494396,0.5374497625137011,0.6833416708354177
hmm_tft,gold,2777,0.0001080146607288846,0.010393010186124355,0.007211897078475171,0.48613611811307167,0.43215280541185835
hmm_tft,bitcoin,1347,0.0006168954761010168,0.024837380620770316,0.017235859609320062,0.49368968077208614,0.6469979296066253
