model,asset,n,mse,rmse,mae,directional_accuracy,f1
hmm_lstm,sp500,2737,0.00012884130393411673,0.011350828336915185,0.007366720720052013,0.5169894044574351,0.5699414443721535
hmm_lstm,gold,2777,0.00010823353599578846,0.010403534783706375,0.0072339016084900275,0.5019805545552755,0.6049700085689803
hmm_lstm,bitcoin,1347,0.0006694303130325866,0.02587335140704788,0.01841155057837057,0.4981440237564959,0.08648648648648649
