mse,rmse,mae,directional_accuracy,f1,n,model,seed,asset
0.00012957917256188934,0.011383284787876008,0.00739496110843797,0.5078553160394592,0.5484411666107945,2737,hmm_lstm,0,sp500
0.00012889845966096834,0.011353345747442397,0.007363825112579756,0.5191815856777494,0.6120283018867925,2737,hmm_lstm,1,sp500
0.00012903092091320258,0.011359177827343076,0.007389798412671798,0.506028498355864,0.5299026425591099,2737,hmm_lstm,2,sp500
0.00010867371936763322,0.01042466878934929,0.007272015550928789,0.5048613611811307,0.5954692556634305,2777,hmm_lstm,0,gold
0.00010983403184695027,0.010480173273708326,0.007304053421700394,0.5088224702916817,0.6118383608423449,2777,hmm_lstm,1,gold
0.00010767104581958633,0.010376465960026388,0.00719889138261639,0.5073820669787541,0.5782983970406905,2777,hmm_lstm,2,gold
0.0006375886023955304,0.025250516873829145,0.017759375088819997,0.4929472902746845,0.25680087051142547,1347,hmm_lstm,0,bitcoin
0.0006865029012144712,0.026201200377358118,0.01871949138490842,0.5063103192279139,0.07510431154381085,1347,hmm_lstm,1,bitcoin
0.00070862144812437,0.026619944555245977,0.019240037412070234,0.5003711952487008,0.08930987821380243,1347,hmm_lstm,2,bitcoin
